GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	logPadj
chrVII.98665	18.70634547	-0.324856297	0.350088959	-0.927925	0.353446475	0.821297577	0.085499458
chrVII.990108	101.8648838	0.19637077	0.238231976	0.824283847	0.409778294	0.847072611	0.07207936
chrVII.993745	119.1202245	0.706750119	0.228790697	3.08906843	0.002007852	0.046614984	1.331474462
chrVII.994128	59.51854688	0.537854494	0.276251039	1.946977268	0.05153746	0.382634677	0.417215674
chrVII.995417	127.7101855	0.569515747	0.224063872	2.541756253	0.011029706	0.151313781	0.820121515
chrVII.996661	28.44799886	-0.35633213	0.333912208	-1.067143163	0.285907194	0.770879865	0.113013298
chrVII.999188	15.59182136	0.073422582	0.355002492	0.206822723	0.83614831	0.972534455	0.012095004
chrVII.999466	16.26245428	0.000311129	0.353876375	0.000879203	0.999298498	0.999614587	0.000167415
chrVII.999960	303.181634	0.477384509	0.197196548	2.420856316	0.015483996	0.185539001	0.731564786
chrVIII.102026	145.5765034	0.473233937	0.216704315	2.183777176	0.028978625	0.283376014	0.547636913
chrVIII.102426	50.58862913	-0.059747835	0.290044508	-0.205995401	0.836794504	0.972534455	0.012095004
chrVIII.103951	30.82283377	-0.317708746	0.325530069	-0.975973579	0.329077557	0.800447758	0.096667008
chrVIII.105430	34.03179044	-0.268893649	0.317407001	-0.84715727	0.396907467	0.842919345	0.074213979
chrVIII.105820	8.722927399	-0.87629153	0.355404857	-2.465614954	0.013677828	0.173816396	0.759909258
chrVIII.107525	13.78346029	-0.549729537	0.358946063	-1.531510147	0.125643361	0.592607834	0.227232611
chrVIII.108475	49.63623575	0.065298522	0.291166465	0.224265255	0.82255091	0.970695901	0.012916804
chrVIII.11001	24.87882571	0.332629939	0.336805686	0.987601911	0.32334765	0.799669577	0.097089426
chrVIII.111326	19.6648763	-0.220698953	0.350123444	-0.630346117	0.528468156	0.894563221	0.048388962
chrVIII.113228	16.03405744	-0.078983533	0.354224268	-0.222976065	0.823554135	0.970695901	0.012916804
chrVIII.115055	248.4333163	0.599736389	0.195053999	3.074719785	0.002107004	0.047545434	1.322891182
chrVIII.115946	22.06092982	-0.584271576	0.345676518	-1.690226397	0.09098465	0.506764562	0.295193763
chrVIII.116370	25.21523473	-0.229889261	0.348414142	-0.659816102	0.509371849	0.889001474	0.051097519
chrVIII.117033	22.07959605	0.315381729	0.345399492	0.913092624	0.361193829	0.825706723	0.083174179
chrVIII.117558	13.97157665	-0.162086881	0.35789079	-0.452894808	0.65062449	0.929265005	0.031860417
chrVIII.11801	85.49149922	-0.046420538	0.251651323	-0.184463716	0.853649689	0.976082308	0.010513559
chrVIII.123673	142.9596126	0.842601728	0.218526771	3.855828388	0.000115338	0.005514545	2.25849031
chrVIII.12560	66.40161772	-0.324914062	0.274799248	-1.182368819	0.23705939	0.727074993	0.138420792
chrVIII.125969	400.7412917	-0.094408046	0.176790913	-0.534009607	0.593334887	0.911037892	0.040463559
chrVIII.127516	8.111795557	-0.664775388	0.354365389	-1.87596026	0.060660737	0.420076257	0.376671865
chrVIII.131485	32.26520575	-0.391863031	0.323465587	-1.211451997	0.225722221	0.715909764	0.145141715
chrVIII.133683	16.95224988	-0.254483302	0.353320775	-0.720261361	0.47136409	0.872979936	0.058995738
chrVIII.134263	27.48461228	0.097846859	0.329018494	0.29739015	0.766168663	0.954319715	0.020306104
chrVIII.141487	71.13440841	0.668566803	0.261744131	2.554276198	0.010640881	0.147441419	0.831380498
chrVIII.143632	87.54615556	0.511404136	0.247801556	2.063764829	0.039040019	0.33308172	0.477449202
chrVIII.146118	39.44284975	-0.587570038	0.311890468	-1.883898674	0.059578683	0.416361011	0.380529946
chrVIII.147690	7.271749754	-0.57270874	0.350969125	-1.63179237	0.102723233	0.540949283	0.26684345
chrVIII.148705	56.87616485	0.151338049	0.289856598	0.522113521	0.601591293	0.913173356	0.039446768
chrVIII.150765	206.6715938	0.693200678	0.235632665	2.941870039	0.003262368	0.065321038	1.184946924
chrVIII.151288	62.92975956	0.390234921	0.296610065	1.315649626	0.188291669	0.672308499	0.172431398
chrVIII.159228	11.77288613	-0.123364084	0.360218193	-0.342470443	0.731996884	0.946970477	0.023663561
chrVIII.160528	2.817725384	-0.520469564	0.279822825	-1.859996819	0.062885976	0.427071561	0.369499348
chrVIII.164771	53.85528162	0.014780501	0.285149588	0.051834202	0.958660803	0.992321823	0.003347457
chrVIII.167491	9.412780915	-0.442148663	0.358654845	-1.232797131	0.217651462	0.706367353	0.150969381
chrVIII.170492	77.63710553	0.392318299	0.256016733	1.532393193	0.125425436	0.592607834	0.227232611
chrVIII.173012	103.5092801	-0.425589427	0.248058323	-1.715682918	0.086220093	0.494485545	0.305846399
chrVIII.175069	106.9862026	0.179792027	0.236580097	0.759962606	0.447276937	0.860861032	0.06506695
chrVIII.178032	9.505466919	-0.328319072	0.359246351	-0.913910666	0.360763789	0.825706723	0.083174179
chrVIII.180072	69.63713878	-0.207693575	0.272964221	-0.760882046	0.446727523	0.860861032	0.06506695
chrVIII.181727	89.83972042	0.170229483	0.250118978	0.68059403	0.496128406	0.886022216	0.052555389
chrVIII.183890	36.88009046	0.168599426	0.310462716	0.543058528	0.587089505	0.910143589	0.040890086
chrVIII.186927	63.69445367	-0.607449647	0.279257581	-2.175230639	0.029612837	0.284400928	0.546068991
chrVIII.187693	59.5153202	-0.277488938	0.281788603	-0.984741523	0.324751051	0.799669577	0.097089426
chrVIII.190302	228.6562977	-0.000676211	0.196700531	-0.003437769	0.997257063	0.998911918	0.000472805
chrVIII.193674	15.73879185	-0.040728104	0.35503973	-0.114714214	0.908671647	0.988176092	0.005165658
chrVIII.195255	15.35782243	-0.283557906	0.356716079	-0.79491204	0.42666467	0.853152668	0.068973247
chrVIII.198389	58.06786813	0.606234603	0.27832966	2.178117145	0.029397316	0.284400928	0.546068991
chrVIII.201371	29.99397069	-0.140419839	0.324331663	-0.432951374	0.665050096	0.931731483	0.030709229
chrVIII.201766	4.937770368	-0.193197009	0.318306599	-0.606952573	0.543882387	0.899313928	0.046088681
chrVIII.204256	48.31558881	0.142445894	0.290605914	0.490168601	0.624014598	0.918118336	0.037101339
chrVIII.206109	90.48564891	0.596289243	0.253228653	2.354746334	0.018535354	0.209308215	0.679213726
chrVIII.207269	79.76411445	0.342237724	0.255084658	1.341663302	0.179705191	0.661430158	0.179516007
chrVIII.209309	110.3599291	1.093574269	0.236604916	4.621942303	3.80E-06	0.000383053	3.416741436
chrVIII.210232	75.51061129	0.071980576	0.262178645	0.274547823	0.783663657	0.958315905	0.018491304
chrVIII.210571	100.5125081	0.291512488	0.243925054	1.195090393	0.232051715	0.722518459	0.141151053
chrVIII.220481	30.4160463	0.025476557	0.328468474	0.07756165	0.938176749	0.989182429	0.004723607
chrVIII.221179	30.41380084	-0.155091375	0.326404166	-0.475151334	0.634679111	0.920380009	0.036032823
chrVIII.222659	29.70321504	-0.314378723	0.328184238	-0.957933645	0.33809622	0.807126355	0.093058472
chrVIII.223777	8.709883931	-0.226656125	0.358026647	-0.633070547	0.526687575	0.894563221	0.048388962
chrVIII.225222	87.10575876	0.273917927	0.251361347	1.08973766	0.275828722	0.763368736	0.117265631
chrVIII.227181	72.65995243	-0.228149193	0.26445809	-0.862704534	0.388299939	0.837846473	0.076835554
chrVIII.229079	35.72460115	-0.155118397	0.315463805	-0.491715356	0.622920581	0.918118336	0.037101339
chrVIII.231883	12.59472736	-0.733474027	0.36028066	-2.035840689	0.041766355	0.341785488	0.466246381
chrVIII.234680	35.92859726	-0.355372587	0.318677853	-1.115146799	0.26478752	0.755651519	0.12167844
chrVIII.236093	442.6303196	0.5858141	0.174459865	3.357873171	0.000785446	0.023588647	1.627296972
chrVIII.236833	33.86567628	-0.608848533	0.321270019	-1.895130254	0.058075147	0.410007144	0.387208576
chrVIII.238869	22.40581933	0.146739172	0.34146617	0.429732678	0.66739011	0.932718178	0.030249559
chrVIII.241404	120.127705	0.134722396	0.232409828	0.579675986	0.562133141	0.902143258	0.044724492
chrVIII.245705	13.57054191	-0.190092863	0.359614691	-0.528601494	0.597081923	0.911350515	0.040314557
chrVIII.245979	22.80871158	-0.543957796	0.344107769	-1.580777431	0.113928937	0.564434287	0.248386612
chrVIII.25550	16.74015799	-0.607314039	0.355714365	-1.707308161	0.08776479	0.49840008	0.302421897
chrVIII.255824	53.69555636	-0.579138823	0.288411025	-2.008032889	0.044639797	0.352231338	0.453172007
chrVIII.25975	17.40020144	-0.209667061	0.353508664	-0.593103033	0.553112201	0.899313928	0.046088681
chrVIII.261840	103.2237172	0.576945993	0.239547612	2.40848151	0.016019038	0.188454372	0.724793783
chrVIII.262444	6.978729626	-0.106024428	0.350231158	-0.302727002	0.762097918	0.954319715	0.020306104
chrVIII.262601	49.37624181	0.143590928	0.293244374	0.48966303	0.624372367	0.918118336	0.037101339
chrVIII.267045	79.40664068	0.05162769	0.255836207	0.201799778	0.840073255	0.97341601	0.011701515
chrVIII.267336	55.59854031	-0.295152718	0.28263964	-1.044272196	0.296359473	0.780664597	0.107535515
chrVIII.271957	180.9727864	-0.007883348	0.209102249	-0.037700923	0.96992614	0.994777108	0.002274217
chrVIII.272416	117.7321576	-0.23856454	0.23573724	-1.011993438	0.311541191	0.790906691	0.10187475
chrVIII.273636	23.5328025	-0.201099702	0.344902488	-0.583062487	0.559851236	0.902143258	0.044724492
chrVIII.276381	55.57607969	-0.378018951	0.288566274	-1.30999006	0.190199198	0.672541099	0.172281171
chrVIII.277742	26.22847524	-0.008749857	0.331669044	-0.026381288	0.978953219	0.995755513	0.00184728
chrVIII.280265	199.7316351	0.877638676	0.200748134	4.371839764	1.23E-05	0.000991586	3.003669465
chrVIII.281253	24.68589973	0.069676778	0.347140189	0.200716541	0.840920225	0.973512991	0.011658249
chrVIII.283354	97.02298229	-0.156462433	0.244138407	-0.640875949	0.521603283	0.892566355	0.049359488
chrVIII.284646	8.672017771	-0.446681468	0.355900006	-1.25507575	0.209451263	0.694193649	0.158519364
chrVIII.286846	18.77981087	-0.576368594	0.352039538	-1.637226881	0.101583072	0.537877912	0.269316289
chrVIII.289191	189.8050895	0.22557134	0.204439347	1.10336559	0.269868433	0.75932867	0.119570202
chrVIII.292886	102.4211942	1.077597903	0.241131133	4.468928966	7.86E-06	0.000702997	3.153046442
chrVIII.293272	208.2762312	-0.057052417	0.203475421	-0.280389723	0.779178521	0.957212316	0.018991722
chrVIII.296845	33.33259592	-0.462511819	0.319788725	-1.446304334	0.148091861	0.624333857	0.204583113
chrVIII.298757	52.57445918	0.296007089	0.285268692	1.0376431	0.299436244	0.783750417	0.105822215
chrVIII.302020	147.6064892	-0.047374264	0.217637287	-0.217675311	0.827682101	0.971766804	0.012437941
chrVIII.302522	49.77284677	-0.47530746	0.292525416	-1.62484158	0.104196319	0.543961106	0.264432152
chrVIII.314698	61.6396269	0.219877523	0.276468708	0.795307086	0.426434893	0.853152668	0.068973247
chrVIII.319947	213.6487883	0.373985888	0.201012814	1.860507703	0.06281373	0.427071561	0.369499348
chrVIII.328097	38.74072378	-0.521446033	0.314423394	-1.658419962	0.09723273	0.524622183	0.280153349
chrVIII.332093	22.4301986	0.232409014	0.339803128	0.683951956	0.494005504	0.883882141	0.053605641
chrVIII.332884	20.91533754	0.129779302	0.346164346	0.374906613	0.707729921	0.942318781	0.025802153
chrVIII.335732	15.67367045	-0.525606835	0.356286386	-1.475236935	0.140148855	0.615441265	0.210813388
chrVIII.336162	34.01742238	-0.098671052	0.31829787	-0.309995955	0.756564032	0.952260467	0.021244245
chrVIII.337832	14.41434808	-0.189030993	0.357900202	-0.528166768	0.597383592	0.911350515	0.040314557
chrVIII.341533	60.97837145	0.339939564	0.276317824	1.230248409	0.218604097	0.706750268	0.150734018
chrVIII.34204	26.61260855	-0.417850934	0.338977058	-1.23268205	0.217694411	0.706367353	0.150969381
chrVIII.342126	73.4265924	0.722591466	0.26040633	2.774861371	0.005522524	0.095929027	1.018049959
chrVIII.345642	20.21228749	-0.034137994	0.347313792	-0.098291502	0.921700826	0.988645974	0.004959198
chrVIII.352507	13.63002476	-0.211854549	0.359193299	-0.58980652	0.555320371	0.899313928	0.046088681
chrVIII.353383	8.570412725	-0.318986225	0.356850165	-0.89389401	0.371378603	0.829099258	0.081393474
chrVIII.358399	20.16366056	-0.180991224	0.348092496	-0.519951526	0.603097361	0.913600097	0.039243863
chrVIII.359615	18.39982022	-0.199435902	0.350940217	-0.568290244	0.569837903	0.90339699	0.044121361
chrVIII.36055	40.41304642	0.097804765	0.304448335	0.321252423	0.748019108	0.949719902	0.022404461
chrVIII.360674	14.88088729	-0.960051884	0.358957031	-2.674559353	0.007482753	0.115444773	0.937625724
chrVIII.361775	38.4173558	-1.046304705	0.318384765	-3.286290113	0.001015164	0.027392589	1.562366926
chrVIII.364247	47.90429219	0.08127315	0.291361112	0.278943024	0.78028855	0.957807171	0.018721916
chrVIII.367980	7.076556071	-0.539760183	0.350297157	-1.540863725	0.123349956	0.590343843	0.228894962
chrVIII.369842	9.506387779	-0.200954552	0.359262143	-0.559353542	0.575920461	0.90564083	0.043044006
chrVIII.370445	44.90132965	0.249411005	0.316481011	0.788075736	0.430652407	0.856442924	0.067301575
chrVIII.371619	17.02341435	-0.175841688	0.352621996	-0.498669086	0.618012527	0.915313753	0.038430012
chrVIII.374424	39.76343614	0.197248766	0.304211891	0.648392688	0.516730998	0.890826974	0.050206641
chrVIII.375304	67.48905096	0.340915472	0.269785934	1.263651766	0.206355045	0.688658266	0.161996235
chrVIII.377775	13.13526976	-0.361800542	0.359769161	-1.005646346	0.314585721	0.793696158	0.100345722
chrVIII.378073	32.18556566	0.005715683	0.31975521	0.017875184	0.985738427	0.995953535	0.001760922
chrVIII.380344	14.00105912	0.360630754	0.358406975	1.006204618	0.314317151	0.793433101	0.100489685
chrVIII.381298	21.3186153	-0.61621622	0.346556039	-1.77811422	0.075385097	0.461972888	0.335383511
chrVIII.381781	42.50209402	0.040187586	0.301376856	0.133346623	0.893919257	0.984207956	0.006913129
chrVIII.382784	46.06727436	-0.271771102	0.296563201	-0.91640197	0.359456103	0.825706723	0.083174179
chrVIII.383246	44.59779942	0.285695432	0.297396655	0.960654488	0.336725922	0.805463538	0.093954115
chrVIII.384770	396.1128497	0.261272598	0.182999923	1.427719711	0.15337255	0.625314155	0.203901741
chrVIII.38582	24.23606677	-0.434938344	0.340611345	-1.2769344	0.201625408	0.682304902	0.166021509
chrVIII.386970	16.74261199	-0.609223555	0.355059812	-1.715833596	0.086192503	0.494485545	0.305846399
chrVIII.387587	8.503525747	-0.318432056	0.357243353	-0.89135894	0.372736638	0.830616163	0.080599622
chrVIII.388762	54.18850853	-0.011798762	0.282851467	-0.041713634	0.966726985	0.994777108	0.002274217
chrVIII.389180	24.65877288	-0.296053244	0.339562874	-0.871865763	0.383281613	0.83498799	0.078319771
chrVIII.390017	60.44976212	-0.210750647	0.278487456	-0.756768905	0.449188325	0.861888517	0.064548905
chrVIII.391744	19.04189153	-0.603223317	0.351175305	-1.71772704	0.085846415	0.494485545	0.305846399
chrVIII.393330	12.18429613	-0.057283033	0.359809398	-0.159203826	0.87350829	0.980545986	0.008532034
chrVIII.394265	16.75847595	-0.236555353	0.354004494	-0.668226978	0.503988717	0.889001474	0.051097519
chrVIII.396822	34.41132189	-0.18719234	0.316549409	-0.591352675	0.554284142	0.899313928	0.046088681
chrVIII.39847	26.25377537	0.135375482	0.33181076	0.407990031	0.683280994	0.935914315	0.02876391
chrVIII.401022	66.94480366	-0.011779993	0.268864394	-0.043813881	0.965052762	0.994586449	0.002357462
chrVIII.402712	21.7875895	-0.484206715	0.34406941	-1.407293706	0.159340315	0.6280624	0.201997206
chrVIII.406132	11.80944593	-0.009956855	0.359987205	-0.027658912	0.977934194	0.995691242	0.001875313
chrVIII.406821	19.18088207	-0.331692457	0.352878061	-0.939963384	0.347236343	0.818352513	0.08705958
chrVIII.410851	21.78855004	-0.034723756	0.345091025	-0.100622021	0.919850515	0.988645974	0.004959198
chrVIII.413499	23.76542136	0.429018055	0.336647622	1.274383143	0.202527663	0.683442408	0.165298076
chrVIII.417307	27.38766701	0.053978284	0.33422727	0.161501735	0.871698245	0.980305269	0.008638663
chrVIII.420114	12.52227797	-0.517123316	0.360279143	-1.435340694	0.151190037	0.625314155	0.203901741
chrVIII.422691	71.87279204	0.156046274	0.261748941	0.596167738	0.551063176	0.899313928	0.046088681
chrVIII.423486	27.4672334	-0.025903771	0.330337276	-0.078416131	0.937497042	0.989182429	0.004723607
chrVIII.429286	111.4517985	0.239122666	0.236162898	1.012532737	0.311283402	0.790906691	0.10187475
chrVIII.437058	28.6606658	0.273417601	0.325394332	0.840265409	0.400759592	0.84620379	0.072525034
chrVIII.439127	87.65443742	-0.035385391	0.251030958	-0.140960266	0.887901332	0.98296092	0.007463748
chrVIII.441944	37.74584092	-0.259512431	0.309828614	-0.837599947	0.402255422	0.846765223	0.072236987
chrVIII.443541	30.61317686	0.006344351	0.322932555	0.019646057	0.984325723	0.995953535	0.001760922
chrVIII.445510	85.81540256	0.233494748	0.250896136	0.930643059	0.352038233	0.820725409	0.085802121
chrVIII.447675	26.75317191	0.031210166	0.33308122	0.093701368	0.925346383	0.988645974	0.004959198
chrVIII.448064	10.81498581	-0.346891117	0.36017218	-0.963125795	0.335484398	0.804662484	0.094386246
chrVIII.452673	42.33281275	0.060444616	0.303555539	0.199122097	0.842167236	0.974055412	0.011416337
chrVIII.455569	178.9911428	0.622461428	0.209269111	2.974454399	0.002935101	0.060313198	1.21958764
chrVIII.459032	89.83793582	0.535583352	0.246079303	2.176466473	0.029520398	0.284400928	0.546068991
chrVIII.461503	18.10689525	-0.085226024	0.35182075	-0.242242745	0.808592075	0.965844694	0.015092701
chrVIII.462083	98.03349834	0.445703649	0.240125203	1.856130229	0.063434998	0.427235154	0.36933302
chrVIII.464818	18.83263837	-0.065019922	0.351796577	-0.184822497	0.853368262	0.976082308	0.010513559
chrVIII.466887	13.14603053	-0.349318209	0.36012581	-0.969989372	0.33205179	0.801632393	0.096024742
chrVIII.470627	544.0803565	0.396688661	0.167290142	2.371261429	0.017727487	0.202378334	0.693835984
chrVIII.472435	18.24533221	-0.036583996	0.35062518	-0.104339328	0.916900069	0.988645974	0.004959198
chrVIII.474475	9.461943192	-0.059425901	0.359117905	-0.165477412	0.868568228	0.978608486	0.009391023
chrVIII.475635	21.16939935	-0.762033363	0.34878011	-2.184853266	0.028899607	0.283376014	0.547636913
chrVIII.47998	202.9455948	-0.101258519	0.208846874	-0.484845749	0.627785768	0.918942277	0.036711768
chrVIII.480764	16.03315481	-0.061530528	0.355300846	-0.173178669	0.86251099	0.977425103	0.009916511
chrVIII.483859	66.23519663	0.130390815	0.271403013	0.48043245	0.630919925	0.919875226	0.036271077
chrVIII.484632	201.8918455	0.57171505	0.201516784	2.837059225	0.004553117	0.082041044	1.085968823
chrVIII.486665	27.30812207	0.376497707	0.329055059	1.144178446	0.25254964	0.741975226	0.129610596
chrVIII.488270	39.04458003	0.192774156	0.307006606	0.627915335	0.530059405	0.894563221	0.048388962
chrVIII.490420	21.55876991	0.0935475	0.343772814	0.272120122	0.785529658	0.958315905	0.018491304
chrVIII.491677	8.40477844	-0.046916894	0.357601049	-0.131198983	0.895617901	0.98455739	0.006758964
chrVIII.493656	19.84079391	-0.008493573	0.347129182	-0.024468047	0.980479271	0.995953535	0.001760922
chrVIII.498891	33.53904847	0.052920335	0.31827503	0.166272345	0.867942629	0.978487459	0.009444736
chrVIII.501149	34.34635033	-0.380310674	0.321705923	-1.182168702	0.237138769	0.727074993	0.138420792
chrVIII.504188	117.1030537	0.843886862	0.230150042	3.66668133	0.000245719	0.009646956	2.015609705
chrVIII.505573	224.601329	-0.171117257	0.198791312	-0.860788412	0.389354588	0.839746899	0.075851591
chrVIII.50583	56.15594447	-0.097596867	0.282110181	-0.345953011	0.729378028	0.946970477	0.023663561
chrVIII.508696	93.46649013	-0.88357921	0.253718198	-3.482522015	0.000496714	0.016773662	1.775372101
chrVIII.5120	504.6470838	0.017501988	0.189399203	0.092407926	0.926373942	0.988645974	0.004959198
chrVIII.512084	176.2320887	-0.073225382	0.209539013	-0.349459421	0.72674443	0.946970477	0.023663561
chrVIII.514787	5.213968428	-0.288552597	0.336811363	-0.856718712	0.391600359	0.840011864	0.07571458
chrVIII.516507	45.08373053	0.338164072	0.303258444	1.115101915	0.264806751	0.755651519	0.12167844
chrVIII.517298	111.8983303	0.248306992	0.236814203	1.048530824	0.294394108	0.779829484	0.108000349
chrVIII.520290	18.09137955	0.242140309	0.350625968	0.69059434	0.489820505	0.882539861	0.05426567
chrVIII.521873	18.13722244	-0.178327207	0.351411631	-0.507459603	0.611832374	0.915313753	0.038430012
chrVIII.522864	22.63323739	-0.316533131	0.341546078	-0.926765526	0.354048288	0.82162344	0.085327179
chrVIII.528669	38.44047082	-0.102583536	0.321211027	-0.319364927	0.749449803	0.950175713	0.022196075
chrVIII.531519	173.4935697	0.493271784	0.209058891	2.359487235	0.01830021	0.20793345	0.68207564
chrVIII.534696	19.88381874	-0.094765933	0.346509888	-0.273486953	0.784478921	0.958315905	0.018491304
chrVIII.537924	17.84617888	0.559259777	0.350571574	1.595279874	0.110649664	0.55717125	0.254011302
chrVIII.540814	101.3344121	0.898013962	0.237910942	3.774580337	0.000160277	0.007036171	2.152663593
chrVIII.54352	78.712014	0.035203206	0.257828863	0.136537102	0.891396696	0.983609491	0.007177289
chrVIII.549684	80.90895472	-0.153256023	0.258769735	-0.592248637	0.553684105	0.899313928	0.046088681
chrVIII.550355	17.13994427	-0.106181075	0.353268335	-0.300567769	0.763744112	0.954319715	0.020306104
chrVIII.551633	21.38321958	-0.223407228	0.344016297	-0.649408849	0.516074146	0.890826974	0.050206641
chrVIII.553935	123.1275592	0.093561254	0.236192902	0.396122207	0.692014876	0.937979678	0.027806571
chrVIII.55398	93.32957383	0.496898261	0.243701811	2.038960065	0.041454013	0.34044461	0.467953538
chrVIII.556068	268.0183848	-0.273833006	0.220393238	-1.242474627	0.214061496	0.698943978	0.155557633
chrVIII.556871	4517.973151	0.600235258	0.185849449	3.229685439	0.001239265	0.032002192	1.49482027
chrVIII.557436	414.5718244	0.333690118	0.179709809	1.856827516	0.063335698	0.427235154	0.36933302
chrVIII.56042	84.01601766	0.459225773	0.255366288	1.798302257	0.072129122	0.451867271	0.344989114
chrVIII.58893	33.30685481	-0.177572754	0.318357876	-0.557777166	0.576996557	0.90564083	0.043044006
chrVIII.5987	443.421602	0.423618939	0.176449794	2.40079021	0.016359713	0.190363981	0.720415221
chrVIII.62607	39.46151598	0.006088292	0.305615403	0.019921416	0.984106061	0.995953535	0.001760922
chrVIII.64267	16.58209913	0.063244759	0.353376693	0.178972637	0.857959187	0.976082308	0.010513559
chrVIII.6491	143.952902	0.44133036	0.21778432	2.026456081	0.042718069	0.343237197	0.464405653
chrVIII.67545	46.80866802	-0.304726078	0.295717763	-1.030462542	0.302792927	0.785277683	0.104976745
chrVIII.70096	15.32360325	-0.295195682	0.356179238	-0.828784081	0.407226597	0.847072611	0.07207936
chrVIII.71877	5.506893397	-0.490869806	0.339803786	-1.444568385	0.148579158	0.624333857	0.204583113
chrVIII.75049	13.9701569	-0.151449705	0.35827121	-0.422723627	0.672496915	0.933724327	0.029781326
chrVIII.75941	25.24372342	-0.296458229	0.339051042	-0.874376398	0.381913306	0.834506496	0.078570278
chrVIII.7642	13.44609073	-0.294452287	0.35937187	-0.819352632	0.412585252	0.847458181	0.071881724
chrVIII.78375	61.06154514	0.188444766	0.274748899	0.685879969	0.492788803	0.883882141	0.053605641
chrVIII.78637	48.72128333	0.081307896	0.293248762	0.277265948	0.781575904	0.958315905	0.018491304
chrVIII.81768	64.62166197	-0.028860662	0.272315379	-0.10598249	0.915596245	0.988645974	0.004959198
chrVIII.83775	9.474123713	-0.067355955	0.359489762	-0.187365435	0.851374122	0.976047805	0.010528911
chrVIII.94377	14.20837541	-0.286747667	0.357761567	-0.80150495	0.42283938	0.853145343	0.068976976
chrVIII.98086	116.8339678	0.342784433	0.230767678	1.485409204	0.137435459	0.610301265	0.21445573
chrVIII.98501	64.65910537	0.307126111	0.268680967	1.143088451	0.253001869	0.741975226	0.129610596
chrVIII.98893	19.42190286	0.204048085	0.346589054	0.588732052	0.556041033	0.899313928	0.046088681
chrX.100928	17.39826456	-0.211846375	0.351933642	-0.601949772	0.547207572	0.899313928	0.046088681
chrX.104535	15.01940039	-0.178128884	0.356928301	-0.499060689	0.617736631	0.915313753	0.038430012
chrX.106110	48.50884317	-0.408037553	0.296823989	-1.374678487	0.169231144	0.64551121	0.190096211
chrX.109614	51.03932505	0.031235653	0.29573331	0.105621016	0.91588305	0.988645974	0.004959198
chrX.111397	45.70554376	-0.15776957	0.298733781	-0.52812765	0.597410741	0.911350515	0.040314557
chrX.11314	14.64514345	0.607169419	0.357735463	1.697258121	0.089647871	0.502346846	0.298996321
chrX.113665	9.764689838	-0.479783629	0.358898721	-1.336821784	0.181280817	0.665201416	0.177046835
chrX.115796	31.41854184	-0.457626057	0.32655021	-1.401395692	0.16109578	0.63014946	0.200556431
chrX.116512	31.26171565	0.357014799	0.324762852	1.099309227	0.271633209	0.759803388	0.119298774
chrX.119345	78.5652148	0.210392202	0.258327188	0.814440803	0.415392472	0.847814981	0.071698914
chrX.119991	188.6691135	0.378590238	0.212176941	1.784313771	0.074372694	0.460786062	0.336500666
chrX.121889	29.5034932	-0.172988977	0.325378469	-0.531654653	0.594965204	0.911350515	0.040314557
chrX.123075	330.1138696	0.275521155	0.186998802	1.473384601	0.14064736	0.615441265	0.210813388
chrX.123523	114.9890652	0.22956389	0.231775014	0.990460041	0.321949311	0.799312261	0.097283525
chrX.126441	35.78649753	0.140623013	0.317455283	0.442969516	0.657787784	0.931717494	0.03071575
chrX.129014	15.94137144	-0.16796053	0.354734461	-0.473482417	0.635869043	0.921275609	0.035610427
chrX.130799	43.10773716	-0.213180531	0.304234683	-0.700710808	0.48348351	0.879880472	0.055576321
chrX.134019	78.60787636	-0.491856493	0.263283651	-1.868161929	0.061739504	0.424700944	0.371916773
chrX.136821	144.4378162	-0.345667973	0.222549501	-1.553218367	0.120370975	0.581972075	0.235097854
chrX.137133	101.8663797	0.3547118	0.237988328	1.49045881	0.136103639	0.607996737	0.216098751
chrX.140092	21.36549488	0.022596347	0.34254725	0.065965637	0.947405184	0.990692861	0.004060967
chrX.144912	65.46454649	0.281367297	0.268565236	1.047668349	0.294791435	0.780076119	0.107863017
chrX.146107	42.02337508	-0.087016632	0.302139831	-0.288001193	0.773345825	0.955576654	0.019734469
chrX.146837	146.3331264	-0.041238147	0.218853092	-0.188428442	0.850540806	0.976047805	0.010528911
chrX.150548	49.58948779	-0.257093858	0.29115995	-0.882998703	0.377236972	0.83124629	0.08027028
chrX.153281	13.42497294	-0.207880418	0.358772969	-0.579420515	0.562305465	0.902143258	0.044724492
chrX.154738	105.8244601	-0.292646694	0.238603542	-1.226497693	0.220011443	0.707115505	0.15050964
chrX.157301	38.78387944	-0.033257214	0.316339491	-0.105131402	0.916271542	0.988645974	0.004959198
chrX.157750	17.52093193	0.231033196	0.350936029	0.658334219	0.510323394	0.889228355	0.050986698
chrX.157970	37.72019417	0.438156638	0.307917318	1.422968481	0.154745292	0.625314155	0.203901741
chrX.160063	85.75778044	0.052596261	0.252236703	0.208519461	0.834823389	0.972496555	0.012111928
chrX.161708	48.62401369	0.420170739	0.290461362	1.446563273	0.148019279	0.624333857	0.204583113
chrX.16434	15.15654921	-0.082498203	0.355922365	-0.231787073	0.816703398	0.97013471	0.013167957
chrX.165375	18.19198681	0.343933405	0.351564026	0.978295215	0.327928336	0.800078931	0.096867166
