GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	logPadj
chrXI.247779	73.9206754	-0.13697716	0.278391629	-0.492030456	0.622697814	0.859086719	0.065962995
chrXI.248368	149.6013296	0.477056765	0.247652188	1.926317587	0.054064731	0.349502791	0.456549352
chrXI.24925	153.5196169	0.615727053	0.245632433	2.506700949	0.012186377	0.195508348	0.708834694
chrXI.255492	10.01958701	-0.328093554	0.356623987	-0.919998559	0.357573512	0.712050512	0.147489197
chrXI.256543	84.94704359	-0.034255584	0.268951812	-0.127366996	0.898649937	0.968461914	0.013917454
chrXI.258451	1138.369747	0.386254132	0.243663175	1.585196989	0.112921584	0.476661785	0.321789665
chrXI.259536	53.43030528	0.391150492	0.295425255	1.324025232	0.185494665	0.565501097	0.247566548
chrXI.260378	493.7035523	0.608183737	0.252561122	2.408065544	0.016037301	0.219943713	0.657688447
chrXI.261931	62.26281701	0.834269721	0.283712504	2.940546183	0.003276342	0.112376092	0.949326074
chrXI.264402	110.0951393	0.116169504	0.259855311	0.447054569	0.65483566	0.870527847	0.060217332
chrXI.265955	24.25982333	0.319881526	0.332016036	0.963452038	0.335320722	0.693474847	0.158969287
chrXI.269537	17.12861119	-0.464902034	0.348357345	-1.334554993	0.182022037	0.563272497	0.249281453
chrXI.271718	35.61386655	-0.190889573	0.315126128	-0.605756096	0.544676728	0.819857252	0.086261757
chrXI.273215	14.72318361	-0.235424523	0.351806425	-0.669187673	0.503375769	0.802150015	0.095744404
chrXI.275073	25.68952086	0.078731046	0.331226825	0.23769526	0.812117461	0.936417196	0.02853062
chrXI.277965	193.0678403	0.150879966	0.244535231	0.61700707	0.537230062	0.816005742	0.088306785
chrXI.278815	489.4300796	0.611048198	0.271302769	2.252274095	0.024304956	0.259671392	0.585575894
chrXI.280888	12.85961741	-0.194742805	0.355032484	-0.548521089	0.583334152	0.839338483	0.076062864
chrXI.282397	13.14156481	0.026777523	0.353761612	0.075693692	0.939662795	0.983448556	0.007248353
chrXI.282647	17.14491607	-0.02244688	0.347443448	-0.064605853	0.948487825	0.98529736	0.006432681
chrXI.284677	62.44430442	-0.070228499	0.284305203	-0.247017989	0.804894302	0.934527448	0.029407938
chrXI.286170	56.27442197	-0.370706164	0.291403956	-1.272138404	0.203323948	0.584435325	0.233263542
chrXI.288642	14.05838634	0.077237264	0.35441761	0.217927274	0.827485776	0.941325987	0.026259952
chrXI.291166	55.54188706	0.534354657	0.29060557	1.838762611	0.06595011	0.380549453	0.419588898
chrXI.294407	21.33667705	-0.52551831	0.340151674	-1.544952882	0.122357661	0.486709344	0.312730316
chrXI.296211	132.6337377	0.020049167	0.250700802	0.07997249	0.936259135	0.98228795	0.007761184
chrXI.299156	149.4239514	0.419707254	0.251519819	1.668684622	0.095179898	0.436489771	0.360025929
chrXI.302630	4.291713396	-0.156077717	0.33054618	-0.472181277	0.636797402	0.864276182	0.063347455
chrXI.302830	18.29465548	-0.418427437	0.346574239	-1.207324117	0.227307347	0.609595928	0.214957943
chrXI.307091	115.8602584	-0.187565201	0.258472727	-0.725667281	0.468042764	0.784255414	0.105542475
chrXI.308030	59.55249652	-0.071522081	0.286921706	-0.249273858	0.803148951	0.933913175	0.029693498
chrXI.308729	418.3707897	0.507969889	0.24781545	2.049791037	0.040384827	0.314190477	0.502806983
chrXI.309908	79.40185115	-0.184386367	0.273649785	-0.673804172	0.500435822	0.801813014	0.095926899
chrXI.313323	21.64814707	-0.415501987	0.34013319	-1.221586131	0.221864176	0.604791544	0.21839429
chrXI.314199	81.12420071	-0.952997704	0.286801005	-3.322853436	0.000891017	0.067874975	1.168290318
chrXI.314514	202.2496064	0.119231943	0.237358569	0.502328368	0.615436558	0.855661315	0.067698102
chrXI.317397	520.6887572	0.289291657	0.245896216	1.176478689	0.239403644	0.617234487	0.209549816
chrXI.321689	567.7969708	0.462168221	0.259429195	1.781481152	0.074833881	0.396242119	0.402039362
chrXI.322246	574.6850008	0.186098916	0.245125978	0.759197038	0.447734698	0.770491447	0.113232178
chrXI.325417	25.40173834	-0.225751158	0.331209399	-0.681596473	0.495494145	0.799460353	0.097203069
chrXI.326217	22.11921379	0.096172816	0.336245195	0.286019896	0.774862883	0.923119362	0.03474214
chrXI.327537	468.6341663	0.172432914	0.22851654	0.754575203	0.450503907	0.772818248	0.111922632
chrXI.329512	14.64980891	-0.388894303	0.352039248	-1.10469019	0.269293856	0.644490371	0.190783567
chrXI.329985	71.35834442	-0.101531835	0.277130375	-0.366368484	0.714090134	0.898005535	0.046720986
chrXI.330724	8.507795002	-0.455948286	0.355479815	-1.282627778	0.199622514	0.578787591	0.237480788
chrXI.334026	16.54574161	-0.323029227	0.353142281	-0.914728269	0.3603343	0.714876453	0.145769008
chrXI.334979	111.4381239	0.133973466	0.257077119	0.521141154	0.602268444	0.847857747	0.071677007
chrXI.338710	55.5394576	0.056988493	0.29229007	0.194972388	0.845414564	0.94772672	0.023316875
chrXI.339515	11.08616144	0.221324496	0.356058121	0.62159654	0.534207197	0.815188569	0.088741919
chrXI.340553	300.7081576	0.224031922	0.231315706	0.968511502	0.332788978	0.691533765	0.16018661
chrXI.34157	92.07003863	-0.593910585	0.267756347	-2.218100864	0.026547956	0.268201002	0.571539604
chrXI.342561	66.88385951	0.074592561	0.286570111	0.26029428	0.794636784	0.92953591	0.031733828
chrXI.346818	10.87816835	-0.426573686	0.356651436	-1.196052064	0.231676242	0.612685966	0.212762067
chrXI.349239	34.05392303	0.197723008	0.31705764	0.623618494	0.532878162	0.814504252	0.089106644
chrXI.352862	124.1253274	0.077794197	0.2590099	0.300352214	0.76390851	0.921077202	0.035703967
chrXI.353272	35.73106321	0.131207556	0.317392962	0.41339151	0.679319794	0.88267349	0.054199917
chrXI.358159	443.5061922	0.38088915	0.222452404	1.712227623	0.086854729	0.419421485	0.377349326
chrXI.359678	41.83882954	0.021288682	0.307590769	0.069211058	0.944821621	0.985254063	0.006451766
chrXI.359872	21.42265975	-0.276658566	0.338977193	-0.816156876	0.414410418	0.7541035	0.122569044
chrXI.360110	6.472776081	-0.076176595	0.224787528	-0.338882659	0.734698128	0.907380374	0.042210619
chrXI.361880	56.61239881	-0.040172478	0.289325002	-0.138848969	0.889569497	0.965901569	0.015067129
chrXI.362287	53.96476065	0.068642505	0.291990374	0.23508482	0.8141429	0.93826548	0.027674262
chrXI.36411	30.64501012	-0.54185026	0.327053655	-1.656762589	0.097567483	0.442017531	0.354560505
chrXI.364383	28.30795217	0.190758063	0.328171498	0.581275535	0.561054766	0.825010191	0.083540687
chrXI.369581	95.8951988	0.311656043	0.272109769	1.145332061	0.25207163	0.632677411	0.198817671
chrXI.374224	8.797907118	-0.480562578	0.354988159	-1.353742555	0.175818526	0.559678885	0.252061077
chrXI.375286	7.540587808	-0.681196464	0.352877026	-1.93040752	0.053556364	0.348549435	0.457735617
chrXI.379030	4.468804324	-0.485735104	0.33130353	-1.466133201	0.142612002	0.517022042	0.286490942
chrXI.379569	112.783374	-0.185315562	0.262142992	-0.706925488	0.479612784	0.790460796	0.102119664
chrXI.38482	92.08298626	0.406149777	0.270036621	1.504054434	0.132567352	0.500710614	0.300413202
chrXI.384820	576.9140041	-0.074012146	0.241214113	-0.306831738	0.758971449	0.919149402	0.036613891
chrXI.385565	43.16147211	-0.046500241	0.304790511	-0.152564596	0.878741647	0.962450309	0.016621684
chrXI.387242	41.51122144	-0.001462535	0.306774958	-0.004767452	0.996196138	0.999159516	0.000365171
chrXI.388983	12.86233527	-0.832852811	0.355594822	-2.342139873	0.019173528	0.233810519	0.631135954
chrXI.38921	207.8151052	0.15094637	0.238271822	0.633504915	0.526403972	0.812139851	0.090369179
chrXI.392312	46.19654843	-0.64323312	0.302713942	-2.124887659	0.033595988	0.294972775	0.530218067
chrXI.393416	30.3005231	-0.148200105	0.321756601	-0.460596936	0.64508781	0.86801879	0.061470874
chrXI.397155	35.01738539	-0.162122491	0.31434269	-0.515750791	0.606028476	0.850235767	0.07046063
chrXI.398614	36.92194196	-0.500067581	0.320275893	-1.561365039	0.118437646	0.4826459	0.316371379
chrXI.402124	185.9686928	0.567754837	0.240298589	2.362705661	0.018142072	0.230156325	0.637977086
chrXI.403924	25.03397503	-0.196421745	0.33167315	-0.592214791	0.553706766	0.822157782	0.085044828
chrXI.407958	103.272045	0.422194432	0.259964495	1.624046514	0.104365882	0.456506198	0.340553322
chrXI.416956	19.41281049	-0.372016023	0.344428227	-1.080097373	0.280098822	0.654111554	0.18434818
chrXI.418061	48.36227854	0.2029685	0.297926304	0.68127083	0.495700137	0.799460353	0.097203069
chrXI.42224	92.26351137	0.089561965	0.265868847	0.336865208	0.736218514	0.908919325	0.041474663
chrXI.425989	19.51567211	-0.711113026	0.346927302	-2.049746512	0.040389174	0.314190477	0.502806983
chrXI.428722	133.6514851	0.144821101	0.251800687	0.575141801	0.5651954	0.828187823	0.081871159
chrXI.435005	98.17131818	0.060161258	0.264300107	0.227624795	0.819937942	0.93826548	0.027674262
chrXI.439533	135.6986803	0.588518767	0.25364308	2.320263446	0.02032663	0.239625289	0.62046735
chrXI.440031	26.31581189	0.357414	0.328724599	1.087274885	0.276915344	0.653202395	0.184952231
chrXI.442787	86.90179447	-0.085922559	0.268904755	-0.319527855	0.749326272	0.915349626	0.038412991
chrXI.445108	71.55052633	0.61878948	0.283374531	2.183645359	0.028988318	0.27939802	0.553776676
chrXI.446512	89.71327571	-0.008260616	0.266672585	-0.030976621	0.975288184	0.991682448	0.003627373
chrXI.448066	50.52934695	0.451451794	0.294188671	1.534565529	0.124890585	0.490322469	0.309518205
chrXI.451248	21.79836631	0.002391742	0.337085716	0.007095354	0.994338774	0.998889524	0.000482542
chrXI.451979	41.07618798	-0.016355742	0.306627081	-0.053340827	0.957460351	0.987310706	0.005546154
chrXI.458134	50.69531159	-0.570055305	0.299009505	-1.906478875	0.056588104	0.356741454	0.447646421
chrXI.461345	57.88503172	-0.137814332	0.305274374	-0.451444157	0.651669464	0.870033686	0.060463932
chrXI.462802	181.1565686	0.073479874	0.241241973	0.304589923	0.760678496	0.919149402	0.036613891
chrXI.463505	323.2310352	0.325653983	0.231743555	1.405234263	0.159951629	0.539615999	0.267915183
chrXI.465075	11.41847667	-0.303522406	0.356119446	-0.852305062	0.394044797	0.73734682	0.132328189
chrXI.466215	17.51948238	-0.345322039	0.348803303	-0.990019407	0.322164633	0.684422348	0.164675818
chrXI.46638	54.35674868	-0.151082509	0.293729999	-0.514358457	0.607001398	0.8511062	0.070016246
chrXI.469473	56.88640297	-0.109967713	0.289249199	-0.380183294	0.703809359	0.893687982	0.048814082
chrXI.48008	24.67508208	-0.174364273	0.33498821	-0.520508687	0.602709075	0.847857747	0.071677007
chrXI.483204	86.04013041	0.450877134	0.267612459	1.684813688	0.092024523	0.428512568	0.368036436
chrXI.487429	25.4295288	0.215008635	0.331707162	0.6481881	0.516863297	0.809316752	0.09188147
chrXI.489739	53.67526384	0.080732534	0.295492869	0.273213137	0.784689382	0.927604658	0.032637079
chrXI.490859	27.84703388	-0.816874763	0.330661681	-2.470424641	0.013495275	0.202387214	0.693816928
chrXI.493656	61.64504442	-0.382326889	0.292003583	-1.309322597	0.190425098	0.5703765	0.243838376
chrXI.497398	14.13323603	-0.335503718	0.352929524	-0.950625251	0.341794646	0.699079349	0.155473527
chrXI.49827	216.1106797	-0.124431846	0.236832517	-0.525400175	0.599305032	0.846733331	0.072253344
chrXI.499856	16.04332979	-0.445884158	0.349959602	-1.274101797	0.202627342	0.583641188	0.233854067
chrXI.507723	58.69834063	-0.148872221	0.286838694	-0.519010246	0.603753596	0.84877034	0.071209805
chrXI.510645	28.41069495	-0.119963544	0.325163411	-0.368933095	0.712177594	0.896916645	0.047247916
chrXI.511820	95.15984732	0.065058425	0.270072084	0.240892817	0.809638189	0.935967655	0.028739159
chrXI.513181	64.76911923	-1.023880671	0.291415193	-3.513477319	0.000442282	0.05209221	1.283227218
chrXI.513613	25.90149204	-1.045586004	0.338375875	-3.09001345	0.002001474	0.094756073	1.023392945
chrXI.514399	280.285949	0.292146675	0.245146813	1.191721288	0.233370548	0.614515755	0.211466978
chrXI.516839	16.3287292	-0.706232295	0.350120188	-2.017113894	0.043683629	0.323429012	0.490221026
chrXI.517913	144.4866627	-0.052022695	0.249198023	-0.208760464	0.834635236	0.943679128	0.02517565
chrXI.519088	82.19315711	-0.016957114	0.282409941	-0.060044324	0.952120333	0.98542878	0.006374758
chrXI.520718	28.66225287	0.014920317	0.326294797	0.045726493	0.963528248	0.989288011	0.004677254
chrXI.521743	53.63520454	0.467958177	0.299365507	1.563166649	0.118013402	0.482303903	0.316679223
chrXI.524003	104.3312447	0.026685309	0.27435909	0.097264168	0.922516611	0.97826812	0.009542099
chrXI.525102	47.46139817	0.018494058	0.298651959	0.061925117	0.950622465	0.98542878	0.006374758
chrXI.526669	123.8183899	0.424504909	0.252682834	1.679991083	0.092959051	0.430805427	0.365718834
chrXI.530688	14.04958849	-0.413062433	0.353117649	-1.169758673	0.242098099	0.621526699	0.20654021
chrXI.532268	15.36099034	0.088873043	0.3501802	0.253792314	0.799656012	0.932288479	0.030449683
chrXI.53488	13.50616847	-0.621361266	0.354204038	-1.754246705	0.079388244	0.407835987	0.389514455
chrXI.535529	38.07182361	0.038126667	0.309938005	0.12301385	0.90209613	0.969683614	0.013369943
chrXI.547984	20.28948907	-0.246240381	0.341040381	-0.722027051	0.470277846	0.784988496	0.105136708
chrXI.549362	12.9353217	-0.558838114	0.35523734	-1.573140127	0.115686375	0.479939438	0.318813561
chrXI.551345	18.39771402	-0.49447097	0.346152264	-1.428478219	0.153154259	0.531455341	0.274533224
chrXI.552420	9.608288992	-0.168075501	0.3556282	-0.472615785	0.636487319	0.864276182	0.063347455
chrXI.554663	57.51641542	-0.187641198	0.293717875	-0.638848411	0.522921551	0.811249371	0.090845627
chrXI.556162	20.93137538	-0.362440562	0.341172636	-1.062337723	0.288082395	0.65965403	0.18068378
chrXI.55735	34.53599116	0.171549571	0.315085539	0.544453965	0.586129119	0.840364341	0.075532384
chrXI.557391	31.72004209	0.326110805	0.319152629	1.021802032	0.306874608	0.67647034	0.16975124
chrXI.559368	72.45201086	0.324646757	0.275646356	1.177765459	0.238890123	0.616753055	0.209888691
chrXI.562312	51.49164452	0.274783989	0.293085769	0.937554869	0.348473214	0.705271228	0.151643833
chrXI.565915	39.30754015	-0.383285203	0.310921153	-1.232740838	0.21767247	0.601338878	0.220880717
chrXI.567638	32.2815839	0.005304188	0.317632479	0.016699135	0.986676637	0.994710121	0.002303463
chrXI.570965	38.09402498	-0.56668933	0.31408549	-1.804251861	0.071191833	0.389792701	0.409166297
chrXI.571205	83.08056261	0.039315873	0.269431396	0.145921645	0.883983244	0.963741201	0.016039574
chrXI.573431	27.11258219	0.446956125	0.327504752	1.364731722	0.172337385	0.558434547	0.253027722
chrXI.576021	23.44849813	-0.13531188	0.335990458	-0.402725365	0.687150272	0.883452785	0.053816656
chrXI.5766	104.0152522	0.167930623	0.262286818	0.640255673	0.522006394	0.811249371	0.090845627
chrXI.578302	25.45076786	0.267829873	0.33001169	0.811576926	0.417034436	0.754176674	0.122526904
chrXI.578942	40.82244386	-0.303364962	0.306785325	-0.988850958	0.322736068	0.684692599	0.164504366
chrXI.580948	156.3048251	0.438480214	0.248072769	1.767546743	0.077136708	0.401180841	0.396659816
chrXI.581827	17.19105537	-0.030446758	0.348220104	-0.087435384	0.930325445	0.979921987	0.008808498
chrXI.583387	46.96332194	0.738405851	0.29852622	2.47350417	0.013379524	0.201807577	0.695062531
chrXI.589595	55.65663482	0.05804112	0.293551604	0.197720329	0.843263883	0.947228577	0.023545208
chrXI.589918	49.44654411	0.218050205	0.295119513	0.738853906	0.459995715	0.781054608	0.107318601
chrXI.592565	22.18845539	-0.334456257	0.337929495	-0.989722004	0.322310017	0.684422348	0.164675818
chrXI.596880	17.34491796	-0.323690722	0.349681909	-0.925671916	0.354616507	0.711172111	0.148025283
chrXI.598951	23.35157933	-0.665713863	0.336764458	-1.97679371	0.048064953	0.33063484	0.480651385
chrXI.599692	22.27704268	-0.039678191	0.345365608	-0.114887499	0.908534293	0.972365271	0.012170561
chrXI.605430	128.5521846	0.482802767	0.25142736	1.920247532	0.05482664	0.352071604	0.453369002
chrXI.608457	104.3626964	-0.069405071	0.260910944	-0.266010579	0.790231062	0.927887723	0.032504571
chrXI.611265	79.64065653	0.711086059	0.271490039	2.619197603	0.008813688	0.174220372	0.758901063
chrXI.612290	69.77803381	-0.357317811	0.281734677	-1.268277709	0.204698794	0.585579204	0.232414355
chrXI.613919	59.3369239	-0.090961297	0.28607712	-0.317960754	0.750514707	0.916116869	0.03804912
chrXI.618768	126.6666999	0.258606152	0.254713414	1.015282818	0.309971032	0.676979908	0.16942422
chrXI.619452	8.979978565	-0.516120238	0.35614857	-1.449171167	0.147289787	0.52145336	0.28278453
chrXI.630433	78.71683623	0.045622133	0.272068914	0.167685946	0.866830353	0.958754873	0.018292416
chrXI.635328	47.53684533	-0.425434678	0.316555331	-1.343950443	0.178964413	0.562925875	0.249548789
chrXI.63541	81.3145729	0.171550854	0.274485071	0.624991564	0.531976595	0.813880517	0.089439348
chrXI.640328	19.67335204	-0.733069024	0.346009998	-2.118635381	0.034121293	0.297789022	0.526091316
chrXI.642735	22.00108605	-0.700402975	0.339698573	-2.061836669	0.039223289	0.30999879	0.508640001
chrXI.645306	36.92624185	0.145567063	0.311961695	0.466618388	0.640772929	0.866505874	0.062228489
chrXI.650342	10.15656511	-0.749472482	0.356386347	-2.102977535	0.035467733	0.302868581	0.518745777
chrXI.658002	24.71492548	0.048289923	0.331142549	0.145828205	0.88405701	0.963741201	0.016039574
chrXI.661173	15.09320401	-0.263932957	0.352304805	-0.74916082	0.453760281	0.774552279	0.110949264
chrXI.66299	10.01215087	-0.857480568	0.356508559	-2.405217344	0.01616285	0.219943713	0.657688447
chrXI.664	137.2915499	-0.847947051	0.256137371	-3.310516729	0.000931239	0.067874975	1.168290318
chrXI.665880	246.3090034	-0.764104938	0.286874565	-2.663550663	0.007732077	0.168190084	0.774199611
chrXI.67687	411.9935186	-0.011381805	0.24423302	-0.046602237	0.962830249	0.989256867	0.004690926
chrXI.68776	215.0862169	0.107573046	0.249211305	0.431653956	0.665992937	0.875796634	0.057596728
chrXI.70522	117.4198063	0.890719389	0.264206858	3.371295497	0.000748156	0.065688063	1.182513542
chrXI.74522	25.00402177	0.083421896	0.333044781	0.250482521	0.80221422	0.933913175	0.029693498
chrXI.75593	23.45005119	-0.370875976	0.335439023	-1.105643502	0.268880853	0.644490371	0.190783567
chrXI.78705	70.36451598	0.525710151	0.278941481	1.884661072	0.059475611	0.365343974	0.437298051
chrXI.7930	32.42264714	-0.048713474	0.320308601	-0.15208294	0.87912152	0.962648032	0.016532473
chrXI.79912	6.066770382	-0.4646163	0.345745291	-1.343810926	0.179009535	0.562925875	0.249548789
chrXI.80590	21.48125808	-0.03594421	0.339381253	-0.105911007	0.915652961	0.974798974	0.011084936
chrXI.80851	41.87038939	0.238910719	0.305620153	0.781724362	0.434376581	0.766222846	0.115644903
chrXI.82681	88.36708232	0.29726853	0.267265967	1.112257326	0.266027526	0.64136142	0.192897168
chrXI.84108	56.44390325	-0.176534556	0.290379444	-0.607944395	0.543224354	0.819857252	0.086261757
chrXI.88976	18.06928701	-0.182855878	0.346132014	-0.528283633	0.597302489	0.846733331	0.072253344
chrXI.91909	39.49569159	0.111536749	0.30799087	0.362143038	0.717245144	0.898696627	0.046386888
chrXI.93346	134.2781778	-0.191546475	0.252117925	-0.75974953	0.447404316	0.770491447	0.113232178
chrXI.93737	256.0088117	0.103490778	0.242191432	0.427309822	0.66915368	0.877128969	0.056936545
chrXI.96305	123.4031557	0.377108108	0.253206194	1.489332084	0.136399943	0.506283878	0.295605902
chrXI.98347	96.32741965	-0.293586425	0.270168266	-1.086679903	0.277178299	0.653202395	0.184952231
chrXI.99620	260.8477356	0.633429119	0.243801083	2.598139064	0.009373053	0.177499886	0.750801922
chrXII.1002106	58.14498694	0.463564278	0.287614487	1.611755662	0.10701512	0.46371497	0.333748883
chrXII.100597	71.75469927	-0.253835492	0.277717085	-0.914007478	0.360712917	0.714944703	0.145727547
chrXII.1006130	35.20514299	0.040138526	0.313706986	0.127949098	0.898189256	0.968461914	0.013917454
chrXII.1007210	16.03667576	-0.278089601	0.351779395	-0.790522712	0.429222564	0.761255798	0.118469387
chrXII.1011299	92.21941045	-0.33223075	0.269834278	-1.231239975	0.218233124	0.6020062	0.220399036
chrXII.1012058	620.950864	-0.049774738	0.256053772	-0.194391739	0.845869157	0.94772672	0.023316875
chrXII.1013358	100.1589549	0.02855766	0.261770977	0.109094065	0.913127883	0.973368434	0.011722742
chrXII.1014249	95.360016	0.113024431	0.271820151	0.41580593	0.677552019	0.881769315	0.054645018
chrXII.1017782	14.81966062	-0.644518966	0.353377464	-1.823882478	0.068169841	0.384265669	0.415368414
chrXII.1018951	74.95767369	-0.31720959	0.286509926	-1.107150436	0.268228893	0.644323849	0.190895793
chrXII.1022312	16.42972757	-0.478939941	0.349474749	-1.370456498	0.170544446	0.556083139	0.254860273
chrXII.1024022	16.30796205	0.054621426	0.352638409	0.15489358	0.876905215	0.961877379	0.016880289
chrXII.1024949	149.1082741	-0.309004044	0.264325177	-1.169029932	0.242391572	0.62194947	0.206244898
chrXII.1026662	22.19195535	-0.330297606	0.339778281	-0.972097466	0.331002063	0.690823328	0.160633006
chrXII.1027948	37.21086473	0.088479329	0.314185839	0.28161463	0.778239021	0.923893427	0.034378123
chrXII.1028332	261.3885043	0.390386396	0.241420817	1.617037009	0.105870292	0.460583461	0.336691661
chrXII.1030608	148.2632229	0.605571982	0.246843947	2.453258375	0.014156861	0.207162069	0.683689759
chrXII.1032272	96.81342443	0.283959689	0.272386926	1.042486486	0.297186188	0.667183683	0.175754584
chrXII.1035815	286.4325909	0.343105395	0.234783736	1.461367813	0.143914529	0.519663047	0.284278165
chrXII.1041560	23.23289539	0.000188569	0.334353049	0.000563982	0.999550008	0.99990161	4.27E-05
chrXII.1043619	52.44039076	-0.107957049	0.295549034	-0.365276272	0.714905188	0.898267396	0.046594363
chrXII.1051985	24.15452507	-0.763954299	0.338744304	-2.255253562	0.024117418	0.258939526	0.586801651
chrXII.1053174	30.77440869	-0.454979309	0.325471756	-1.397907195	0.162140938	0.542980991	0.265215374
chrXII.105360	23.78136843	-0.102084698	0.333411995	-0.306181841	0.759466198	0.919149402	0.036613891
chrXII.1054876	20.44908578	0.186080465	0.34092567	0.545809487	0.585196901	0.840296115	0.075567644
chrXII.1061099	109.4597854	0.599777345	0.258302592	2.321995071	0.020233201	0.239475803	0.620738361
chrXII.1062450	324.9318679	-0.138118528	0.25615262	-0.539204043	0.589746071	0.842669086	0.074342938
chrXII.1063218	86.67419232	0.33019827	0.267406158	1.234819244	0.216897784	0.599547607	0.222176326
chrXII.1064248	250.7743363	-0.814380774	0.271526334	-2.999269954	0.002706274	0.10624876	0.973676131
chrXII.108396	173.8242164	0.952461462	0.243541342	3.910882039	9.20E-05	1.82E-02	1.740639858
chrXII.109025	41.2975656	0.235084388	0.306844482	0.766135296	0.443595803	0.769668075	0.113696527
chrXII.111621	18.26758687	-0.067208107	0.344885611	-0.19487072	0.845494156	0.94772672	0.023316875
chrXII.116132	88.63209728	0.230837622	0.266863158	0.865003712	0.387036751	0.732366956	0.135271259
chrXII.11732	210.6609876	-0.711968252	0.267799627	-2.65858568	0.00784694	0.16891219	0.772339008
chrXII.121097	51.23560093	0.129381146	0.297779829	0.434485931	0.663935609	0.875621318	0.057683674
chrXII.121942	73.45011022	-0.527317655	0.283913374	-1.857318827	0.063265807	0.376244562	0.424529768
chrXII.12656	37.13292118	0.633910709	0.311762866	2.033310498	0.042021163	0.318556039	0.496814157
chrXII.127275	13.94975492	-0.923204533	0.355028229	-2.600369374	0.009312346	0.177044571	0.751917385
chrXII.130836	11.55292827	-0.508841701	0.356249042	-1.428331425	0.153196487	0.531455341	0.274533224
chrXII.131468	42.04439317	-0.31853287	0.31242112	-1.01956254	0.307935979	0.676979908	0.16942422
chrXII.13218	588.2813895	-0.057342132	0.252284606	-0.227291443	0.820197126	0.938339712	0.027639903
chrXII.136386	15.31273735	-0.781423418	0.35266124	-2.215790479	0.026705855	0.269232929	0.569871824
chrXII.139659	105.5999525	0.178422518	0.261464513	0.682396688	0.494988149	0.799430693	0.097219181
chrXII.140903	21.87523539	-0.43897957	0.338542406	-1.296675283	0.194742937	0.574824966	0.240464377
chrXII.143003	71.02549752	0.305682518	0.276826895	1.104237064	0.269490315	0.644490371	0.190783567
chrXII.147635	11.03635539	-0.453930034	0.356413413	-1.273605365	0.20280331	0.583641188	0.233854067
chrXII.150681	48.41220458	-0.518357679	0.2995016	-1.730734257	0.083499172	0.414670604	0.382296751
chrXII.153998	55.33358378	0.445496213	0.29478002	1.511283611	0.130716208	0.499721464	0.301271996
chrXII.156376	21.66359895	-0.174044215	0.341584349	-0.509520462	0.610387459	0.853623238	0.068733771
chrXII.157777	9.756901645	-0.609774232	0.356528122	-1.71031174	0.087208242	0.420320531	0.376419396
chrXII.161582	22.54450607	-0.545457791	0.338140013	-1.613112233	0.106720127	0.463445586	0.33400125
chrXII.164084	143.0992697	0.191045145	0.247998376	0.77034837	0.441093271	0.769358735	0.113871111
chrXII.166175	59.48812216	0.397239818	0.287230651	1.382999401	0.166665049	0.552006532	0.258055783
chrXII.167831	94.29130333	0.033884461	0.273482412	0.123899965	0.901394481	0.969450768	0.013474241
chrXII.168577	37.3689028	0.157540285	0.310210397	0.507849789	0.61155869	0.854024556	0.068529642
chrXII.170417	12.73060711	-0.441126759	0.355528569	-1.240763183	0.214693246	0.597080954	0.223966782
chrXII.170644	11.70917397	-0.060929898	0.35584002	-0.171228347	0.864044219	0.956703717	0.019222538
chrXII.175034	21.59114975	-0.538065677	0.340876561	-1.578476603	0.114456159	0.478749305	0.319891843
chrXII.17734	95.90543644	0.495750455	0.264581652	1.873714415	0.060969798	0.368767263	0.43324764
chrXII.177446	37.70860622	-0.10407443	0.310606497	-0.335068427	0.737573469	0.909146048	0.041366345
chrXII.179665	61.71631099	-0.390148789	0.286977276	-1.35951109	0.173984691	0.558434547	0.253027722
chrXII.181585	13.54098898	-0.172140944	0.356454505	-0.482925426	0.629148688	0.862936844	0.064020988
chrXII.183432	50.19603487	-0.010942028	0.294815576	-0.037114824	0.970393453	0.990494606	0.004147885
chrXII.184935	137.709499	0.48793867	0.251338759	1.94135863	0.052214793	0.344430454	0.462898456
chrXII.194211	10.32969531	-0.268893636	0.35664513	-0.753952917	0.450877494	0.773184452	0.111716888
chrXII.196578	26.51872855	-0.035198443	0.330380768	-0.10653902	0.915154698	0.97448336	0.011225572
chrXII.198118	97.46891788	-0.406878947	0.273495276	-1.48770009	0.136830004	0.506339536	0.29555816
chrXII.198551	38.69425097	-0.195532318	0.309027445	-0.632734477	0.526907052	0.812139851	0.090369179
chrXII.201482	147.4783744	0.671556714	0.248172852	2.706003937	0.006809824	0.157232472	0.803457757
chrXII.201777	42.21360502	-0.001522816	0.307404028	-0.004953794	0.99604746	0.999159516	0.000365171
chrXII.202662	77.37665148	0.152560583	0.275875626	0.553004934	0.580260031	0.838323986	0.076588108
chrXII.203044	11.22352781	-0.282858216	0.356142257	-0.794228179	0.427062607	0.760521501	0.118888503
chrXII.204747	130.3644448	0.236749742	0.256774133	0.922015546	0.356520467	0.711338758	0.147923528
chrXII.208530	179.0582101	0.044264875	0.242582943	0.182473155	0.85521142	0.952009208	0.021358851
chrXII.20904	86.05861592	0.49040546	0.267918542	1.830427478	0.067186042	0.382693174	0.417149284
